name,line
Carol,What are you talking about?
Kelly,"See, I told you. You want one Meredith?"
Michael,"I got us tickets to Sandals, Jamaica, We leave day after tomorrow.. You better find the skimpiest bikini there is."
Meredith,No thanks. They're too sweet.
Carol,"Oh, no. Michael."
Karen,"Hey, so what's the status."
Michael,And it's all inclusive.
Ryan,Looks like they forgot the power cord.
Carol,Michael...
Pam,What?
Michael,Yes.
Karen,"Oh, you're kidding me?"
Carol,I'm sorry.
Ryan,No.
Michael,"No, Carol. You walk out that door and it is over."
Karen,"Oh, you guys, guys, um... I'm sorry, but there's a problem with the karaoke machine."
Carol,I know.
Kelly,Well that blows.
Pam,"Psst. Jim. Um, hey. I need to give you your Christmas gift now because, well, I'll just tell you."
Darryl,"Hang on little ladies. You don't need this thing, I'll go grab my synthesizer."
Jim,What?
Everybody,Darryl! Darryl! Darryl!
Pam,For the past few months I've been sending Dwight letters from the CIA.
Phyllis,Hi.
Jim,Are you serious?
Darryl,"Hey. Hey, look, when you get done with your... meeting, you should, uh, come to the break room. We're having a party."
Pam,"They're considering him for a top secret mission. There's his application. Oh, and this is where I made him list every secret he promised he'd never ever tell."
Phyllis,"Oh, ok."
Jim,"Last year, my boss, Michael Scott, took a day off because he said he had pneumonia, but really, he was leaving early to go to magic camp. Wow."
Darryl,All right. Se you later...
Pam,So... here's the gift. You get to decide what his top secret mission is. Sorry I didn't wrap it.
Hannah,These nuts are really hard to crack.
Jim,"You know what? Uh, I really don't think I should be doing this stuff anymore, you know?"
Angela,Try harder then. Uh uh. No one has seconds until everyone's had some.
Pam,Oh.
Kevin,You've got to be kidding!
Jim,"No, because of the promotion."
Angela,You've got to be kidding. {Kevin takes bite of brownie]
Pam,Oh yeah.
Phyllis,"Cold, huh?"
Jim,"It just feels a little bit, like..."
Ryan,Huh?
Pam,"No, I get it, of course. OK."
Phyllis,Maybe that'll help. Is it cold in there?
Jim,"I feel like there's a chance for me to start over. And if I fall back into the same kind of things I used to do., then ... what am I doing?"
Andy,"They have been checking us out, all night! I am not kidding!"
Michael,I'd like everybody's attention. Christmas is canceled.
Michael,You know what we should do?
Stanley,You can't cancel a holiday.
Andy,What?
Michael,Keep it up Stanley and you will lose New Year's.
Michael,We should invite them to the Christmas party.
Stanley,What does that mean?
Andy,"Now, you are thinking. Yes. And you know what? Because you have had such a rough day, you get Cindy."
Michael,"Jim, take New Year's away from Stanley."
Michael,"Oh, you are such mench my friend."
Pam,"Michael, what's going on?"
Michael,"OK, where is everybody? I would like them to meet my new girlfriend."
Michael,Carol and I split up. Amicably. And I just don't think it would be appropriate to celebrate under the circumstances.
Jim,"I'm sure they'll want to meet her, too."
Jim,Will they still air 'Rudolph?'
Michael,The least I could do was give some poor sick kid a bike.
Kevin,That's not fair.
Second Cindy,That rocks.
Dwight,Are we gonna cancel Hanukah as well?
Michael,"Nah, you rock. Tell you what, if you want it, it's yours."
Michael,Fine! Have your party. Just no guests.
Second Cindy,"Thanks! I, I wanna give you something."
Phyllis,But we invited guests.
Michael,Oh. That's what she said.
Michael,"Well, you know what Phyllis? All of your guests would have probably canceled at the last minute anyway, leaving your life a stupid rotten mess."
Michael,Hello? I would like everybody to meet my new girlfriend.
Michael,"Oh, oh, oh, oh, it hurts."
Andy,My new girlfriend.
Pam,I know.
Angela,Where's Dwight?
Michael,It hurts my heart. It hurts my stomach. It hurts my arms.
Second Cindy,Is he the hot one or the giant baby?
Pam,"OK, well, why are you laying like that?"
Michael,"The giant baby. Wow, I am so sorry, I had no idea this party would be so lame."
Michael,Thanks. How did you push away the bad thoughts?
Phyllis,There's another party in the break room.
Pam,Like what?
Michael,"Oh, party in the break room! Let's go, let's go! Thank God! Let's go to the break room."
Michael,"Like maybe, the real reason they left was because there were things they wanted you to do in bed, that were, foreign, and scary?"
Angela,"Hey, excuse me! Waitress lady! Hey, where do you think you're going with that?"
Pam,"Well.. um I, I don't..."
Second Cindy,I thought I could have it.
Michael,And not that you didn't want to try them. Some wine may have helped. Do you know what I'm referring to?
Angela,You can't have it I don't walk into your house and steal your Hello Kitty backpack.
Pam,I don't need to know.
Michael,Shhh... Shut it! C'mon! Party.
Dwight,"Michael. Sorry to interrupt. Uh, It appears we're one bathrobe short."
Dwight,Hey! It's Angela! Hey!
Michael,Take it from Toby.
Michael,We're going to ...
Dwight,Copy.
Kevin,I want you to know. That I'm happy for you. I wish nothing but...
Michael,"Hey, would you like to go to Sandals, Jamaica with me?"
Michael,"I just think there are two, two specific kinds of people in the world. People who own houses and people who own condos. And... my question to you is do you agree?"
Pam,"No, thank you."
Other waitress,Do I agree about what?
Michael,It's all... OK.
Michael,Do you agree about what? Wow. You're lucky you're so darn cute.
Toby,Hey Dwight. Pretty nice robe- Why?
Other waitress,What're you talking about?
Angela,"Phyllis, I need you to pick up green streamers at lunch."
Michael,What're you talking about?
Phyllis,I thought you said green was whorish.
Kevin,"And I'm here to remind you of the mess you left when you went away. It's not fair, to deny me of the cross I bear that you give to me. You, you, you, you, you, you, you oughta know ta know."
Angela,"No, orange is whorish."
Jim,All right
Karen,"Uh, so I had a couple of ideas to make the Stamford people feel more at home. Each year we have a Christmas raffle ...."
Angela,Did you have fun at Benihana's?
Angela,It would never work here.
Dwight,No. It was awful. I couldn't hear anything.
Karen,"Ok ... um, another idea was karaoke ..."
Angela,I've had the worse day here
Angela,No.
Karen,"Dwight, you won the raffle!"
Karen,A Christmas drinking game ...
Dwight,No... way! Yeah!
Meredith,Yes.
Karen,Open it! Open it ! Open it!
Angela,God help you.
Dwight,Oh.
Karen,What?
Karen,Do you like it?
Angela,"These are all terrible ideas and none of them are on the theme of ""A Nutcracker Christmas."" I think you should leave."
Dwight,Walkie-talkies.
Karen,You're kidding.
Pam,Can I talk to you a second?
Angela,"You tried this out, and it's clearly not for you. It's time to go. Come on. Please. Thank you. OK, thank you very much."
Dwight,Yes!
Michael,What are you doing?
Karen,Well the Committee to Plan Parties has served its purpose. We're gonna disband. In the name of Christmas.
Dwight,We are getting rid of everything that reminds you of Carol.
Pam,In the name of Nutcracker Christmas.
Andy,"Hey, what's the haps?"
Karen,"Angela, we've been hearing really great thing about uh... your brownies and we were hoping you'd consider merging into two parties."
Michael,Carol?
Angela,I'm not sure. Does your karaoke machine have Christmas songs?
Dwight,"Oh, look at this. Your old condo closing papers. It's riddled with Carol's name. I wish I could throw this in the box."
Pam,"Yeah, but we don't have a power cord."
Dwight,Why don't you just buy the whole song?
Angela,"Oh, I may have seen it somewhere. Is it this one?"
Michael,I don't have to buy it. I just want to taste it. I just... I just want a little taste of it.
Pam,Mmm. Hmm.
Dwight,"Oh, look at this, she saved you two thousand dollars 'cause they failed to report a mold problem. But wouldn't that affect the final... How did she? Oh, oh, I see what she did. That is good. Wow. Carol is one smart cookie."
Karen,"Yeah, thanks."
Michael,Goodbye my lover. Goodbye my friend.
Pam,We'll go tell everyone.
Michael,"This is an old adage, but they say when you find true love, you know within the first 24 hours. With Carol, I knew within the first 24 minutes of the second day I met her."
Karen,OK.
Pam,"I feel like I've been kinda cold to Karen and there's no real reason for it. I mean it's not like she's ever done anything to me. So, I think I probably shouldn't be cold to her."
Andy and Michael,"And if you want love, we'll make it. Swim in a big sea of blankets. Take all your big plans and break 'em. This is bound to take awhile. Your body is a wonderland. Your body is a wonderland."
Pam,"Hey, Karen. Sorry about that meeting today, that was really crazy."
Andy,Your hands.
Karen,"Yeah, right? I'm so glad you said that. Because, I don't know how those meetings usually go."
Both,Your body is a wonderland.
Pam,"Um, usually like that."
Andy,I'll use my hands on it.
Karen,Does anyone ever stand up to Angela or..?
Both,Something 'bout the way your hair falls in your face...
Pam,I think one of her cats did once. She came in with scratches all over her face.
Kelly,"Whatever we deny or embrace. For worse or for better. We belong, we belong, we belong together... Ryan..."
Karen,Right.
Michael,"When you know, you just know."
Pam,"Um, I really liked your karaoke idea."
Kevin,Right.
Karen,"Oh cool, yeah."
Michael,Check her out. My little gal over there. Babe-alectable.
Pam,That could really be fun.
Roy,Which one is she?
Karen,"Oh, thank you."
Michael,It's... it's one of those two.
Pam,You guys do a raffle?
Roy,You don't know?
Karen,"Yeah, we do a raffle..."
Kevin,"Dude, you should know."
Toby,Hey Kev.
Michael,"Yeah... well, it's been hard, they're wearing the exact same uniform. And I've been drinking. And you know how all waitresses look alike."
Kevin,Hey.
Michael,I honestly don't see what the big deal is. Stevie Wonder is married. Are you going to tell me that Stevie Wonder doesn't love his wife just because he's not sure what she looks like?
Angela,This should've been up yesterday.
Michael,"Hey. Where's my girl? Is she in the fridge? Where is she hiding? I don't know where she is. 'Cause I'm drunk, I can't even find her."
Phyllis,It'll be all right.
Second Cindy,You know where I am.
Angela,"What is that? The ""Committee to Plan Parties invites you to a margarita-karaoke Christmas?"" There's no such thing as the ""Committee to Plan Parties."""
Michael,"Haha, I do! I just haven't hugged you in awhile"
Pam,There is now. We just started it.
Second Cindy,Oh.
Angela,"Well, you just can't start a committee. You have to have funding."
Michael,"Oh, good. That felt good. Let's go. Party."
Karen,What's your funding?
Creed,"Spinnin' n reelin with love. Give it the time, I might come back down. But it feels so good. My feet don't touch the ground. Wha..wha..wild. Wha..wha..wild. Well everybody knows, I'm crazy about 'ya..."
